,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Claimant data by constituency: JSA claimants and Universal Credit claimants required to seek work, December 2016",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Notes: Figures include JSA claimants and people claiming Universal Credit (UC) who are required to seek work. UC figures are provisional. All data are rounded to the nearest five, except for data on claims by type (JSA claimants only; UC claimants only). The number of JSA claimants and the number of UC claimants may not sum to the total claimant count as data are taken from different sources and are independently rounded.",,,,,,,,,,,,,,,,,,,,,,,,,
Claimant rate is the proportion of the economically active population aged 16-64 (as estimated by the Library) who are claiming JSA or claiming UC and required to seek work.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Claimant levels,,,,,Claimant rate,,,Claims by age group,,,,,,,,,,Claims by type,,
 ,,,,,All claimants,,,,,All claimants,,,18-24,,,,,50 and over,,,,,JSA only,UC only,
,,,,,Number,,Annual change,,,Rate,Rank,,Number,,Annual change,,,Number,,Annual change,,,,,
,,,,,,,level,%,,%,1=highest,,                                                                                      ,,level,%,,,,level,%,,,,
Romsey and Southampton North,Romsey and Southampton North,England,340.83216419279,65.83216419279,340,,-10,-3,,0.8,599,,65,,0,0.0,,100,,0,0.0,,213,130,
"Ross, Skye and Lochaber","Ross, Skye and Lochaber",Scotland,541.61281018978,81.61281018978,540,,-15,-3,,1.6,421,,80,,-20,-20.0,,190,,25,15.2,,316,222,
Rossendale and Darwen,Rossendale and Darwen,England,"1,207.50996268674",277.50996268674,"1,205",,-10,-1,,2.5,253,,275,,-40,-12.7,,280,,5,1.8,,594,612,
Rother Valley,Rother Valley,England,"1,162.54298948024",322.54298948024,"1,160",,80,7,,2.5,245,,320,,55,20.8,,280,,15,5.7,,796,360,
Rotherham,Rotherham,England,"1,924.61036168288",414.61036168288,"1,920",,-55,-3,,4.6,53,,410,,-20,-4.7,,415,,15,3.8,,"1,432",490,
Rugby,Rugby,England,931.88753178201,186.88753178201,930,,320,52,,1.9,359,,185,,50,37.0,,250,,110,78.6,,127,801,
"Ruislip, Northwood and Pinner","Ruislip, Northwood and Pinner",England,511.06364396601,81.06364396601,510,,40,9,,1.1,547,,80,,20,33.3,,165,,40,32.0,,385,125,
Runnymede and Weybridge,Runnymede and Weybridge,England,420.77300909711,85.77300909711,420,,60,17,,0.8,608,,85,,35,70.0,,130,,15,13.0,,312,105,
Rushcliffe,Rushcliffe,England,501.03966178771,106.03966178771,500,,15,3,,1.0,551,,105,,-5,-4.5,,140,,5,3.7,,366,134,
Rutherglen and Hamilton West,Rutherglen and Hamilton West,Scotland,"1,628.07514027869",353.07514027869,"1,625",,105,7,,3.1,175,,350,,25,7.7,,350,,-5,-1.4,,"1,010",615,
Rutland and Melton,Rutland and Melton,England,410.82213098569,95.82213098569,410,,-60,-13,,0.8,600,,95,,5,5.6,,110,,-15,-12.0,,231,179,
Saffron Walden,Saffron Walden,England,360.66683143541,60.66683143540,360,,10,3,,0.7,630,,60,,-5,-7.7,,125,,20,19.0,,279,80,
Salford and Eccles,Salford and Eccles,England,"1,988.31588823237",383.31588823237,"1,985",,140,8,,3.3,146,,380,,-15,-3.8,,400,,60,17.6,,"1,147",840,
Salisbury,Salisbury,England,471.00168249958,96.00168249958,470,,90,24,,1.0,565,,95,,-5,-5.0,,130,,35,36.8,,314,154,
Scarborough and Whitby,Scarborough and Whitby,England,"1,097.49183305762",192.49183305762,"1,095",,-15,-1,,2.5,256,,190,,5,2.7,,325,,15,4.8,,732,365,
Scunthorpe,Scunthorpe,England,"1,523.45774808560",363.45774808560,"1,520",,-100,-6,,3.5,129,,360,,-15,-4.0,,350,,5,1.4,,"1,010",513,
Sedgefield,Sedgefield,England,"1,278.26786375408",383.26786375408,"1,275",,125,11,,3.3,152,,380,,70,22.6,,295,,50,20.4,,829,443,
Sefton Central,Sefton Central,England,581.53636705163,166.53636705163,580,,-25,-4,,1.5,437,,165,,0,0.0,,155,,0,0.0,,217,365,
Selby and Ainsty,Selby and Ainsty,England,671.32032807008,156.32032807008,670,,-20,-3,,1.3,488,,155,,5,3.3,,170,,0,0.0,,440,229,
Sevenoaks,Sevenoaks,England,385.84668079238,80.84668079238,385,,-25,-6,,0.8,595,,80,,15,23.1,,105,,-30,-22.2,,275,110,
Sheffield Central,Sheffield Central,England,"1,822.98928850898",302.98928850898,"1,820",,-110,-6,,3.0,192,,300,,-60,-16.7,,365,,35,10.6,,"1,448",369,
Sheffield South East,Sheffield South East,England,"1,388.04705746853",343.04705746853,"1,385",,45,3,,3.0,183,,340,,35,11.5,,325,,35,12.1,,"1,031",353,
"Sheffield, Brightside and Hillsborough","Sheffield, Brightside and Hillsborough",England,"2,645.41087288964",575.41087288965,"2,640",,-100,-4,,5.4,25,,570,,-90,-13.6,,560,,80,16.7,,"2,076",561,
"Sheffield, Hallam","Sheffield, Hallam",England,476.08041310014,121.08041310014,475,,45,10,,1.1,543,,120,,25,26.3,,140,,10,7.7,,328,149,
"Sheffield, Heeley","Sheffield, Heeley",England,"1,944.19236810008",454.19236810008,"1,940",,-90,-4,,4.2,77,,450,,-60,-11.8,,410,,30,7.9,,"1,481",458,
Sherwood,Sherwood,England,866.84468180497,226.84468180497,865,,-55,-6,,1.8,372,,225,,-15,-6.3,,205,,15,7.9,,601,267,
Shipley,Shipley,England,926.91035361301,216.91035361301,925,,45,5,,1.9,357,,215,,40,22.9,,260,,30,13.0,,597,326,
Shrewsbury and Atcham,Shrewsbury and Atcham,England,676.33617404761,151.33617404761,675,,-30,-4,,1.3,484,,150,,-15,-9.1,,175,,0,0.0,,406,268,
Sittingbourne and Sheppey,Sittingbourne and Sheppey,England,"1,683.12557374754",478.12557374754,"1,680",,120,8,,3.1,170,,475,,35,8.0,,395,,65,19.7,,"1,122",556,
Skipton and Ripon,Skipton and Ripon,England,491.03166755129,86.03166755129,490,,160,48,,1.0,553,,85,,25,41.7,,155,,55,55.0,,150,343,
Sleaford and North Hykeham,Sleaford and North Hykeham,England,661.22172889713,211.22172889713,660,,75,13,,1.2,515,,210,,50,31.3,,155,,10,6.9,,429,230,
Slough,Slough,England,"1,251.78638976256",231.78638976256,"1,250",,55,5,,1.8,381,,230,,50,27.8,,305,,20,7.0,,886,365,
Solihull,Solihull,England,611.27168522804,181.27168522804,610,,90,17,,1.3,501,,180,,35,24.1,,175,,50,40.0,,343,271,
Somerton and Frome,Somerton and Frome,England,561.11638663652,121.11638663652,560,,120,27,,1.1,532,,120,,5,4.3,,150,,40,36.4,,211,350,
South Antrim,South Antrim,Northern Ireland,"1,152.30430751055",302.30430751056,"1,150",,-165,-13,,2.3,295,,300,,-70,-18.9,,295,,20,7.3,,"1,148",..,
South Basildon and East Thurrock,South Basildon and East Thurrock,England,"1,072.17027038608",282.17027038608,"1,070",,-20,-2,,2.2,320,,280,,10,3.7,,215,,-15,-6.5,,667,407,
South Cambridgeshire,South Cambridgeshire,England,310.53013853387,55.53013853387,310,,-25,-7,,0.5,647,,55,,-5,-8.3,,100,,0,0.0,,235,77,
South Derbyshire,South Derbyshire,England,335.66405112958,105.66405112958,335,,40,14,,0.7,632,,105,,45,75.0,,70,,-10,-12.5,,160,176,
South Dorset,South Dorset,England,726.70893733408,161.70893733408,725,,0,0,,1.7,396,,160,,-10,-5.9,,195,,-5,-2.5,,469,251,
South Down,South Down,Northern Ireland,"1,472.90854354846",327.90854354846,"1,470",,-470,-24,,2.9,200,,325,,-185,-36.3,,400,,-45,-10.1,,"1,468",..,
South East Cambridgeshire,South East Cambridgeshire,England,360.58137387453,70.58137387453,360,,-45,-11,,0.6,643,,70,,0,0.0,,110,,-10,-8.3,,262,99,
South East Cornwall,South East Cornwall,England,606.48733902526,156.48733902526,605,,45,8,,1.5,448,,155,,20,14.8,,165,,5,3.1,,399,207,
South Holland and The Deepings,South Holland and The Deepings,England,656.31541447608,171.31541447608,655,,0,0,,1.3,491,,170,,30,21.4,,175,,0,0.0,,427,227,
South Leicestershire,South Leicestershire,England,375.70545146265,85.70545146265,375,,-50,-12,,0.7,625,,85,,0,0.0,,105,,-20,-16.0,,241,137,
South Norfolk,South Norfolk,England,450.91164342911,100.91164342911,450,,0,0,,0.9,583,,100,,-5,-4.8,,125,,10,8.7,,297,154,
South Northamptonshire,South Northamptonshire,England,390.64583451300,80.64583451300,390,,30,8,,0.6,635,,80,,20,33.3,,115,,0,0.0,,282,108,
South Ribble,South Ribble,England,691.43856832242,181.43856832242,690,,65,10,,1.4,458,,180,,20,12.5,,140,,10,7.7,,297,393,
South Shields,South Shields,England,"2,651.74713300709",556.74713300709,"2,645",,180,7,,6.7,8,,550,,-35,-6.0,,775,,140,22.0,,"2,035",611,
South Staffordshire,South Staffordshire,England,646.39018841281,161.39018841281,645,,0,0,,1.4,470,,160,,10,6.7,,170,,10,6.3,,437,213,
South Suffolk,South Suffolk,England,420.97545370251,95.97545370251,420,,15,4,,1.0,572,,95,,20,26.7,,130,,5,4.0,,269,148,
South Swindon,South Swindon,England,906.57222868660,186.57222868660,905,,-45,-5,,1.6,428,,185,,-65,-26.0,,230,,20,9.5,,592,313,
South Thanet,South Thanet,England,"1,688.86909584257",378.86909584257,"1,685",,220,15,,3.9,97,,375,,30,8.7,,455,,95,26.4,,"1,250",439,
South West Bedfordshire,South West Bedfordshire,England,576.01031245637,91.01031245637,575,,10,2,,1.0,559,,90,,-20,-18.2,,170,,15,9.7,,456,122,
South West Devon,South West Devon,England,390.90070017835,115.90070017835,390,,10,3,,0.9,585,,115,,30,35.3,,95,,-15,-13.6,,265,129,
South West Hertfordshire,South West Hertfordshire,England,530.96780546749,95.96780546749,530,,35,7,,1.0,573,,95,,0,0.0,,160,,20,14.3,,396,137,
South West Norfolk,South West Norfolk,England,626.23942283218,161.23942283218,625,,40,7,,1.2,511,,160,,15,10.3,,160,,15,10.3,,370,253,
South West Surrey,South West Surrey,England,310.62468288588,40.62468288588,310,,15,5,,0.6,637,,40,,-15,-27.3,,105,,15,16.7,,219,90,
South West Wiltshire,South West Wiltshire,England,631.27814097212,141.27814097212,630,,110,21,,1.3,500,,140,,0,0.0,,160,,50,45.5,,421,208,
"Southampton, Itchen","Southampton, Itchen",England,"1,026.79365221096",236.79365221096,"1,025",,-50,-5,,1.8,379,,235,,-15,-6.0,,220,,-15,-6.4,,614,412,
"Southampton, Test","Southampton, Test",England,"1,016.75978496615",216.75978496615,"1,015",,-35,-3,,1.8,384,,215,,20,10.3,,255,,10,4.1,,656,354,
Southend West,Southend West,England,761.69261640754,171.69261640754,760,,50,7,,1.7,402,,170,,0,0.0,,210,,25,13.5,,459,301,
Southport,Southport,England,962.33295535101,197.33295535101,960,,-20,-2,,2.3,292,,195,,-40,-17.0,,245,,-5,-2.0,,478,482,
Spelthorne,Spelthorne,England,566.09680684834,96.09680684834,565,,115,26,,1.1,538,,95,,30,46.2,,170,,45,36.0,,409,158,
St Albans,St Albans,England,576.07914441810,121.07914441810,575,,100,21,,1.1,544,,120,,45,60.0,,155,,0,0.0,,372,204,
St Austell and Newquay,St Austell and Newquay,England,"1,082.25462131612",242.25462131612,"1,080",,65,6,,2.3,303,,240,,5,2.1,,275,,30,12.2,,650,428,
St Helens North,St Helens North,England,"1,583.49622884737",383.49622884737,"1,580",,-100,-6,,3.5,126,,380,,-70,-15.6,,320,,-5,-1.5,,606,972,
St Helens South and Whiston,St Helens South and Whiston,England,"1,763.69459056983",453.69459056983,"1,760",,-145,-8,,3.7,108,,450,,-55,-10.9,,360,,0,0.0,,702,"1,058",
St Ives,St Ives,England,661.71723721225,126.71723721225,660,,35,6,,1.7,394,,125,,-25,-16.7,,190,,20,11.8,,428,231,
Stafford,Stafford,England,511.09285205295,131.09285205295,510,,65,15,,1.1,540,,130,,45,52.9,,125,,10,8.7,,283,231,
Staffordshire Moorlands,Staffordshire Moorlands,England,365.99927417830,65.99927417830,365,,20,6,,1.0,566,,65,,10,18.2,,115,,15,15.0,,272,94,
Stalybridge and Hyde,Stalybridge and Hyde,England,"1,603.58895388166",378.58895388166,"1,600",,50,3,,3.6,120,,375,,-20,-5.1,,360,,0,0.0,,686,913,
Stevenage,Stevenage,England,871.69636335116,161.69636335116,870,,5,1,,1.7,400,,160,,20,14.3,,275,,15,5.8,,659,210,
Stirling,Stirling,Scotland,952.10091284077,237.10091284077,950,,105,12,,2.1,331,,235,,30,14.6,,235,,25,11.9,,562,389,
Stockport,Stockport,England,"1,613.61906271617",343.61906271617,"1,610",,-30,-2,,3.6,116,,340,,-25,-6.8,,335,,5,1.5,,780,828,
Stockton North,Stockton North,England,"2,320.36775296418",555.36775296418,"2,315",,130,6,,5.4,27,,550,,85,18.3,,550,,75,15.8,,"1,684",632,
Stockton South,Stockton South,England,"1,608.13229394582",353.13229394582,"1,605",,30,2,,3.1,169,,350,,30,9.4,,370,,5,1.4,,"1,157",446,
Stoke-on-Trent Central,Stoke-on-Trent Central,England,"1,268.27683325434",243.27683325434,"1,265",,65,5,,3.3,149,,240,,30,14.3,,290,,20,7.4,,"1,000",260,
Stoke-on-Trent North,Stoke-on-Trent North,England,"1,257.84808487026",267.84808487027,"1,255",,95,8,,2.8,208,,265,,30,12.8,,265,,25,10.4,,965,294,
Stoke-on-Trent South,Stoke-on-Trent South,England,756.87167751003,191.87167751003,755,,55,8,,1.9,364,,190,,50,35.7,,155,,-25,-13.9,,485,269,
Stone,Stone,England,280.70728999475,60.70728999475,280,,0,0,,0.7,624,,60,,5,9.1,,80,,-20,-20.0,,168,112,
Stourbridge,Stourbridge,England,"1,333.14446259270",328.14446259270,"1,330",,90,7,,3.1,166,,325,,20,6.6,,340,,25,7.9,,866,463,
Strangford,Strangford,Northern Ireland,"1,413.32945175564",353.32945175564,"1,410",,-275,-16,,3.3,143,,350,,-90,-20.5,,385,,-15,-3.8,,"1,410",..,
Stratford-on-Avon,Stratford-on-Avon,England,195.47182089779,35.47182089779,195,,5,3,,0.5,650,,35,,0,0.0,,65,,0,0.0,,110,88,
Streatham,Streatham,England,"1,912.50182466776",242.50182466776,"1,910",,-60,-3,,2.5,254,,240,,-10,-4.0,,610,,45,8.0,,"1,484",427,
Stretford and Urmston,Stretford and Urmston,England,"1,347.73340658327",287.73340658327,"1,345",,-65,-5,,2.7,223,,285,,-10,-3.4,,335,,10,3.1,,652,691,
Stroud,Stroud,England,455.86687857430,125.86687857430,455,,-20,-4,,0.9,589,,125,,0,0.0,,120,,5,4.3,,240,217,
Suffolk Coastal,Suffolk Coastal,England,415.94841325385,95.94841325385,415,,40,11,,0.9,575,,95,,0,0.0,,125,,10,8.7,,236,181,
Sunderland Central,Sunderland Central,England,"2,154.42138998230",454.42138998230,"2,150",,220,11,,4.4,66,,450,,35,8.4,,605,,120,24.7,,"1,463",690,
Surrey Heath,Surrey Heath,England,405.72008381846,75.72008381846,405,,110,37,,0.7,620,,75,,35,87.5,,120,,30,33.3,,292,112,
Sutton and Cheam,Sutton and Cheam,England,911.70581693450,146.70581693450,910,,275,43,,1.7,398,,145,,35,31.8,,255,,70,37.8,,207,704,
Sutton Coldfield,Sutton Coldfield,England,686.51607954357,166.51607954357,685,,160,30,,1.5,442,,165,,50,43.5,,190,,55,40.7,,417,264,
Swansea East,Swansea East,Wales,"1,358.57771635226",378.57771635226,"1,355",,90,7,,3.6,122,,375,,75,25.0,,285,,10,3.6,,881,475,
Swansea West,Swansea West,Wales,"1,203.33963358944",268.33963358944,"1,200",,-70,-6,,3.3,140,,265,,-15,-5.4,,275,,15,5.8,,865,340,
Tamworth,Tamworth,England,516.09636952118,121.09636952118,515,,90,21,,1.1,539,,120,,15,14.3,,130,,40,44.4,,296,218,
Tatton,Tatton,England,375.93258122828,65.93258122828,375,,20,6,,0.9,577,,65,,-5,-7.1,,120,,25,26.3,,161,215,
Taunton Deane,Taunton Deane,England,796.42978149657,211.42978149657,795,,45,6,,1.4,461,,210,,25,13.5,,195,,5,2.6,,439,353,
Telford,Telford,England,"1,177.63298965769",342.63298965769,"1,175",,125,12,,2.6,234,,340,,25,7.9,,230,,50,27.8,,706,470,
Tewkesbury,Tewkesbury,England,576.10916904701,126.10916904701,575,,30,6,,1.1,535,,125,,10,8.7,,165,,0,0.0,,379,198,
The Cotswolds,The Cotswolds,England,350.74477070182,90.74477070182,350,,10,3,,0.7,612,,90,,10,12.5,,105,,10,10.5,,216,136,
The Wrekin,The Wrekin,England,581.30915085863,176.30915085863,580,,100,21,,1.3,494,,175,,35,25.0,,125,,20,19.0,,350,232,
Thirsk and Malton,Thirsk and Malton,England,631.34361837685,116.34361837685,630,,115,22,,1.3,482,,115,,15,15.0,,205,,40,24.2,,183,449,
Thornbury and Yate,Thornbury and Yate,England,310.72909778999,95.72909778999,310,,10,3,,0.7,617,,95,,15,18.8,,75,,5,7.1,,203,108,
Thurrock,Thurrock,England,"1,682.60252575965",352.60252575965,"1,680",,95,6,,2.6,239,,350,,5,1.4,,370,,55,17.5,,"1,206",476,
Tiverton and Honiton,Tiverton and Honiton,England,556.21321269791,111.21321269791,555,,90,19,,1.2,518,,110,,20,22.2,,150,,20,15.4,,385,166,
Tonbridge and Malling,Tonbridge and Malling,England,571.13990513492,106.13990513492,570,,20,4,,1.1,530,,105,,0,0.0,,180,,20,12.5,,416,155,
Tooting,Tooting,England,"1,026.62115176974",146.62115176974,"1,025",,-100,-9,,1.6,416,,145,,-10,-6.5,,305,,-10,-3.2,,739,285,
Torbay,Torbay,England,"1,247.77199975234",207.77199975234,"1,245",,-10,-1,,2.8,217,,205,,-25,-10.9,,400,,10,2.6,,899,343,
Torfaen,Torfaen,Wales,"1,132.93377225408",377.93377225408,"1,130",,-235,-17,,2.9,195,,375,,-65,-14.8,,190,,-60,-24.0,,594,534,
Torridge and West Devon,Torridge and West Devon,England,641.43153539666,156.43153539666,640,,0,0,,1.4,460,,155,,-10,-6.1,,185,,0,0.0,,430,209,
Totnes,Totnes,England,476.32258911759,101.32258911759,475,,35,8,,1.3,486,,100,,15,17.6,,150,,25,20.0,,326,149,
Tottenham,Tottenham,England,"2,868.99779344717",403.99779344717,"2,865",,-30,-1,,4.0,90,,400,,-30,-7.0,,900,,100,12.5,,"2,270",593,
Truro and Falmouth,Truro and Falmouth,England,816.85737549887,186.85737549887,815,,85,12,,1.9,368,,185,,25,15.6,,230,,25,12.2,,511,304,
Tunbridge Wells,Tunbridge Wells,England,490.92889166178,85.92889166178,490,,45,10,,0.9,578,,85,,15,21.4,,145,,35,31.8,,356,139,
Twickenham,Twickenham,England,881.39468988071,131.39468988071,880,,125,17,,1.4,469,,130,,25,23.8,,285,,45,18.8,,562,319,
Tynemouth,Tynemouth,England,"1,242.53913970849",277.53913970849,"1,240",,70,6,,2.5,246,,275,,45,19.6,,320,,15,4.9,,847,391,
Upper Bann,Upper Bann,Northern Ireland,"1,612.79260231130",377.79260231130,"1,610",,-630,-28,,2.8,214,,375,,-215,-36.4,,400,,-80,-16.7,,"1,611",..,
Uxbridge and South Ruislip,Uxbridge and South Ruislip,England,816.42401100230,156.42401100230,815,,5,1,,1.4,464,,155,,15,10.7,,200,,20,11.1,,603,214,
Vale of Clwyd,Vale of Clwyd,Wales,"1,068.42623239941",278.42623239941,"1,065",,-115,-10,,3.4,133,,275,,-35,-11.3,,235,,-10,-4.1,,655,408,
Vale of Glamorgan,Vale of Glamorgan,Wales,"1,172.49453969053",302.49453969053,"1,170",,-125,-10,,2.5,255,,300,,-35,-10.4,,280,,-20,-6.7,,848,322,
Vauxhall,Vauxhall,England,"2,197.85193306438",277.85193306438,"2,195",,-65,-3,,2.9,207,,275,,-25,-8.3,,725,,30,4.3,,"1,597",596,
Wakefield,Wakefield,England,"1,262.61845900470",227.61845900470,"1,260",,30,2,,2.6,236,,225,,5,2.3,,340,,10,3.0,,"1,012",250,
Wallasey,Wallasey,England,"1,197.89675477590",297.89675477590,"1,195",,-45,-4,,2.9,202,,295,,-5,-1.7,,235,,-25,-9.6,,500,695,
Walsall North,Walsall North,England,"2,094.83038582826",469.83038582826,"2,090",,165,9,,4.8,44,,465,,45,10.7,,465,,80,20.8,,"1,482",611,
Walsall South,Walsall South,England,"1,964.48520935473",444.48520935473,"1,960",,245,14,,4.5,60,,440,,90,25.7,,465,,110,31.0,,"1,390",571,
Walthamstow,Walthamstow,England,"2,028.39806118857",398.39806118857,"2,025",,-55,-3,,3.4,134,,395,,-25,-6.0,,495,,0,0.0,,"1,440",585,
Wansbeck,Wansbeck,England,"1,724.47155917959",444.47155917959,"1,720",,130,8,,4.5,62,,440,,30,7.3,,425,,65,18.1,,"1,291",431,
Wantage,Wantage,England,375.63829028232,45.63829028232,375,,30,9,,0.6,636,,45,,-25,-35.7,,115,,20,21.1,,258,117,
Warley,Warley,England,"2,139.95183222202",464.95183222202,"2,135",,305,17,,5.0,35,,460,,80,21.1,,500,,95,23.5,,"1,537",598,
Warrington North,Warrington North,England,"1,107.29224749589",222.29224749589,"1,105",,-100,-8,,2.3,298,,220,,-75,-25.4,,275,,15,5.8,,523,585,
Warrington South,Warrington South,England,876.54474411766,176.54474411766,875,,-120,-12,,1.5,434,,175,,-40,-18.6,,205,,-35,-14.6,,420,458,
Warwick and Leamington,Warwick and Leamington,England,511.00631163282,96.00631163282,510,,65,15,,1.0,560,,95,,20,26.7,,130,,20,18.2,,316,193,
Washington and Sunderland West,Washington and Sunderland West,England,"1,899.42360726202",479.42360726202,"1,895",,160,9,,4.4,65,,475,,65,15.9,,450,,35,8.4,,"1,271",622,
Watford,Watford,England,906.38882521322,176.38882521322,905,,0,0,,1.4,471,,175,,40,29.6,,265,,35,15.2,,684,222,
Waveney,Waveney,England,"1,869.13486212386",474.13486212386,"1,865",,565,43,,4.1,85,,470,,155,49.2,,435,,130,42.6,,408,"1,460",
Wealden,Wealden,England,405.80429230581,80.80429230581,405,,-10,-2,,0.8,605,,80,,-15,-15.8,,135,,20,17.4,,294,108,
Weaver Vale,Weaver Vale,England,937.19505218008,227.19505218008,935,,35,4,,2.2,314,,225,,20,9.8,,215,,10,4.9,,272,662,
Wellingborough,Wellingborough,England,966.79392350298,186.79392350298,965,,-95,-9,,1.8,378,,185,,-40,-17.8,,250,,10,4.2,,668,299,
Wells,Wells,England,866.75165474973,161.75165474973,865,,260,43,,1.8,386,,160,,25,18.5,,275,,110,66.7,,170,693,
Welwyn Hatfield,Welwyn Hatfield,England,811.41038072625,156.41038072625,810,,-60,-7,,1.4,465,,155,,-15,-8.8,,215,,-5,-2.3,,572,238,
Wentworth and Dearne,Wentworth and Dearne,England,"1,493.26040089682",393.26040089682,"1,490",,10,1,,3.3,153,,390,,5,1.3,,285,,-20,-6.6,,"1,008",483,
West Aberdeenshire and Kincardine,West Aberdeenshire and Kincardine,Scotland,731.42744417377,126.42744417377,730,,235,47,,1.4,463,,125,,35,38.9,,245,,120,96.0,,583,148,
West Bromwich East,West Bromwich East,England,"2,065.00851243512",445.00851243512,"2,060",,140,7,,5.0,34,,440,,95,27.5,,480,,10,2.1,,"1,551",513,
West Bromwich West,West Bromwich West,England,"2,114.84652434515",509.84652434515,"2,110",,185,10,,4.8,42,,505,,90,21.7,,490,,45,10.1,,"1,540",567,
West Dorset,West Dorset,England,375.88556333005,80.88556333005,375,,35,10,,0.9,587,,80,,10,14.3,,120,,15,14.3,,251,124,
West Dunbartonshire,West Dunbartonshire,Scotland,"1,974.52620449282",454.52620449282,"1,970",,-155,-7,,4.5,59,,450,,-5,-1.1,,480,,5,1.1,,"1,240",728,
West Ham,West Ham,England,"2,677.91310556587",512.91310556587,"2,675",,210,9,,2.9,197,,510,,85,20.0,,710,,135,23.5,,"1,926",748,
West Lancashire,West Lancashire,England,"1,217.66789206559",327.66789206559,"1,215",,5,0,,2.7,230,,325,,-20,-5.8,,265,,15,6.0,,422,792,
West Suffolk,West Suffolk,England,626.04727003584,156.04727003584,625,,0,0,,1.0,550,,155,,-10,-6.1,,140,,0,0.0,,379,246,
West Tyrone,West Tyrone,Northern Ireland,"1,869.71087538573",479.71087538573,"1,865",,-485,-21,,4.7,50,,475,,-140,-22.8,,475,,-40,-7.8,,"1,865",..,
West Worcestershire,West Worcestershire,England,511.25600628539,146.25600628539,510,,75,17,,1.3,509,,145,,40,38.1,,145,,20,16.0,,351,160,
Westminster North,Westminster North,England,"1,377.10490941920",182.10490941921,"1,375",,-95,-6,,2.1,330,,180,,-10,-5.3,,425,,20,4.9,,"1,060",317,
Westmorland and Lonsdale,Westmorland and Lonsdale,England,215.54906513445,35.54906513445,215,,0,0,,0.5,645,,35,,-10,-22.2,,70,,10,16.7,,103,112,
Weston-Super-Mare,Weston-Super-Mare,England,896.75919252837,211.75919252837,895,,-5,-1,,1.8,385,,210,,-25,-10.6,,225,,5,2.3,,556,336,
Wigan,Wigan,England,"1,868.76421405739",398.76421405739,"1,865",,100,6,,3.8,105,,395,,10,2.6,,430,,55,14.7,,970,891,
Wimbledon,Wimbledon,England,606.11192549619,86.11192549619,605,,70,13,,1.1,534,,85,,25,41.7,,175,,20,12.9,,452,156,
Winchester,Winchester,England,315.66504936178,60.66504936178,315,,20,7,,0.7,631,,60,,15,33.3,,100,,10,11.1,,201,113,
Windsor,Windsor,England,460.84665836707,55.84665836707,460,,5,1,,0.8,596,,55,,15,37.5,,145,,10,7.4,,343,119,
Wirral South,Wirral South,England,451.36905732291,116.36905732291,450,,-30,-6,,1.4,475,,115,,-15,-11.5,,110,,5,4.8,,166,286,
Wirral West,Wirral West,England,481.56460465489,121.56460465489,480,,-70,-13,,1.6,429,,120,,-45,-27.3,,130,,0,0.0,,187,295,
Witham,Witham,England,526.17949016637,111.17949016637,525,,-40,-7,,1.2,523,,110,,-20,-15.4,,160,,10,6.7,,370,155,
Witney,Witney,England,350.61961100321,70.61961100321,350,,-20,-5,,0.6,639,,70,,-5,-6.7,,95,,0,0.0,,242,109,
Woking,Woking,England,415.76183905378,65.76183905378,415,,60,17,,0.8,610,,65,,20,44.4,,100,,10,11.1,,315,101,
Wokingham,Wokingham,England,405.72343917081,70.72343917081,405,,45,13,,0.7,618,,70,,20,40.0,,120,,0,0.0,,290,120,
Wolverhampton North East,Wolverhampton North East,England,"2,260.47156104458",540.47156104458,"2,255",,165,8,,5.5,23,,535,,75,16.3,,500,,70,16.3,,"1,735",520,
Wolverhampton South East,Wolverhampton South East,England,"2,506.15249787673",581.15249787673,"2,500",,195,8,,6.2,12,,575,,75,15.0,,570,,90,18.8,,"1,888",614,
Wolverhampton South West,Wolverhampton South West,England,"1,959.86546608489",374.86546608489,"1,955",,225,13,,4.9,40,,370,,25,7.2,,480,,75,18.5,,"1,497",460,
Worcester,Worcester,England,"1,001.91579680496",231.91579680496,"1,000",,135,16,,1.9,356,,230,,40,21.1,,245,,10,4.3,,695,307,
Workington,Workington,England,962.57921836136,247.57921836136,960,,-20,-2,,2.6,240,,245,,-15,-5.8,,230,,20,9.5,,399,564,
Worsley and Eccles South,Worsley and Eccles South,England,"1,623.34237957377",378.34237957377,"1,620",,-30,-2,,3.3,139,,375,,-55,-12.8,,350,,10,2.9,,769,849,
Worthing West,Worthing West,England,676.55498833482,126.55498833482,675,,115,21,,1.6,432,,125,,15,13.6,,200,,30,17.6,,473,200,
Wrexham,Wrexham,Wales,762.20644848158,202.20644848158,760,,-155,-17,,2.2,312,,200,,-20,-9.1,,180,,-35,-16.3,,465,296,
Wycombe,Wycombe,England,851.48801253070,141.48801253070,850,,-60,-7,,1.5,447,,140,,0,0.0,,245,,-5,-2.0,,628,219,
Wyre and Preston North,Wyre and Preston North,England,410.96699775833,95.96699775833,410,,70,21,,1.0,574,,95,,20,26.7,,110,,25,29.4,,199,216,
